,title,subtitle,property_type_left,property_size,bedrooms,bathrooms,price,location,reference,trakheesi_permit,listed,completion,show_property_floor_plan,trade_name,issue_date,property_number,property_name,property_type_right,sub_location_1,sub_location_2,sub_location_3,sorensen_score,jaccard_score
705,Apartment for Sale in Elite Residence - Dubai Marina,Fully upgraded with fantastic facilities,Apartment,1328 sqft / 123 sqm,2,3,1800000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,GS-S-30437,6586181000,14 days ago,Ready,,F C PROPERTIES LLC,14072020,26,,Land,dubai marina,elite residence,,0.0,0.0
706,Apartment for Sale in Elite Residence - Dubai Marina,High Floor 1 Bed | Well Priced | Balcony,Apartment,737 sqft / 68 sqm,1,1,725000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,21889988,6586181000,1 day ago,,,F C PROPERTIES LLC,14072020,26,,Land,dubai marina,elite residence,,0.0,0.0
707,Apartment for Sale in 5242 - Dubai Marina,Best unit Sea view apartment,Apartment,1130 sqft / 105 sqm,2,3,1900000.0,5242 Dubai - Dubai Marina,GS-S-30311,1272839316,14 days ago,Off-plan,,LXT REAL ESTATE BROKER LLC,24092019,3619,,Land,dubai marina,5242,,0.0,0.0
708,Apartment for Sale in 5242 - Dubai Marina,Resale - 02 unit -Ain Dubai - Sea view apartment,Apartment,1130 sqft / 105 sqm,2,3,1900000.0,5242 Dubai - Dubai Marina,6833,1272839316,1 month ago,Off-plan,,LXT REAL ESTATE BROKER LLC,24092019,3619,,Land,dubai marina,5242,,0.0,0.0
709,Apartment for Sale in Marina Quays - Dubai Marina,Fully Upgraded Rare 3 Bedroom Duplex,Apartment,2045 sqft / 190 sqm,3,3,4000000.0,Marina Quays Dubai - Dubai Marina,GS-S-29313,662050437,14 days ago,Ready,,LXT REAL ESTATE BROKER LLC,14112019,,,Land,dubai marina,marina quays,,0.0,0.0
710,Apartment for Sale in Marina Gate 1 - Marina Gate,Superb facilities and designer finishes,Apartment,691 sqft / 64 sqm,1,2,1450000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,GS-S-30412,6595262860,14 days ago,Ready,,HIGH END REAL ESTATE LLC,2072020,3622,,Land,dubai marina,marina gate,marina gate 1,0.0,0.0
711,Apartment for Sale in Marina Gate 1 - Marina Gate,Striking Marina Views and Superb Facilities,Apartment,868 sqft / 81 sqm,1,2,1625000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,GS-S-30373,6595262860,14 days ago,Ready,,HIGH END REAL ESTATE LLC,2072020,3622,,Land,dubai marina,marina gate,marina gate 1,0.0,0.0
712,Apartment for Sale in Marina Gate 1 - Marina Gate,Largest and Rare Layout | High End | Marina Views,Apartment,898 sqft / 83 sqm,1,2,1380000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,AP-SA-22093,6595262860,1 month ago,Ready,,HIGH END REAL ESTATE LLC,2072020,3622,,Land,dubai marina,marina gate,marina gate 1,0.0,0.0
713,Apartment for Sale in Marina Gate 2 - Marina Gate,Stunning views with amazing facilities,Apartment,625 sqft / 58 sqm,1,2,1300000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,GS-S-30408,6510526373,14 days ago,Ready,,ASTON PEARL REAL ESTATE BROKER,27112019,3627,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
714,Apartment for Sale in Marina Gate 2 - Marina Gate,Full Marina View | 3BR+M | Mid Floor Unit,Apartment,1814 sqft / 169 sqm,3 + Maid,3,3500000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,ES-13132,6510526373,21 days ago,Ready,,ASTON PEARL REAL ESTATE BROKER,27112019,3627,,Land,dubai marina,marina gate,marina gate 2,0.0,0.0
715,Villa for Sale in The Jewels - Dubai Marina,Private Gated Entrance | Upgraded 4BR Villa,Villa,4396 sqft / 408 sqm,4,5,8000000.0,The Jewels Dubai - Dubai Marina,GS-S-30053,1826007713,14 days ago,Ready,,LXT REAL ESTATE BROKER LLC,24092019,111,,Land,dubai marina,the jewels,,0.0,0.0
716,Villa for Sale in The Jewels - Dubai Marina,Upgraded 4 Bedroom Villa in Dubai Marina,Villa,4396 sqft / 408 sqm,4,5,8000000.0,The Jewels Dubai - Dubai Marina,5768,1826007713,6 days ago,Ready,,LXT REAL ESTATE BROKER LLC,24092019,111,,Land,dubai marina,the jewels,,0.0,0.0
717,Apartment for Sale in Vida Residences Dubai Marina - Dubai Marina,Direct From Owner | Terrace 2 Bed apartment,Apartment,1364 sqft / 127 sqm,2,3,2800000.0,Vida Residences Dubai Marina Dubai - Dubai Marina,GS-S-30030,764558267,14 days ago,Off-plan,,LXT REAL ESTATE BROKER LLC,12022020,,,Land,dubai marina,vida residences marina dubai,,0.0,0.0
718,Apartment for Sale in Al Seef Tower - Dubai Marina,Sea Views | Vacant On Transfer | 03 Type,Apartment,3553 sqft / 330 sqm,3 + Maid,3,3750000.0,Al Seef Tower 4.1 /53 Reviews Dubai - Dubai Marina,ES-13279,7123317200,14 days ago,Ready,,DANAT ALKHALEEJ HOMES REAL ESTATE,9062020,3403,AL SEEF 1 1,Unit,dubai marina,al seef tower,,0.5,0.33
719,Apartment for Sale in Al Seef Tower - Dubai Marina,3 Bedroom | Maids | Sea View | 3553 SqFt,Apartment,3553 sqft / 330 sqm,3,3,3750000.0,Al Seef Tower 4.1 /53 Reviews Dubai - Dubai Marina,DUB206648,7123317200,16 days ago,Ready,,DANAT ALKHALEEJ HOMES REAL ESTATE,9062020,3403,AL SEEF 1 1,Unit,dubai marina,al seef tower,,0.5,0.33
720,Apartment for Sale in Al Seef Tower - Dubai Marina,Panoramic Sea Views of Palm | High Floor For Sale,Apartment,3553 sqft / 330 sqm,3,4,3750000.0,Al Seef Tower 4.1 /53 Reviews Dubai - Dubai Marina,paradiseoasis-2081960,7123317200,1 month ago,,,DANAT ALKHALEEJ HOMES REAL ESTATE,9062020,3403,AL SEEF 1 1,Unit,dubai marina,al seef tower,,0.5,0.33
721,Apartment for Sale in Studio One - Dubai Marina,Full Marina Views | High Floor | Motivated Seller,Apartment,723 sqft / 67 sqm,1,,930000.0,Studio One Dubai - Dubai Marina,DMKDM-S-20892,7135734676,14 days ago,Ready,,KELLER WILLIAMS REAL ESTATE LLC,19092019,1704,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
722,Apartment for Sale in Studio One - Dubai Marina,Lovely Unique One BR Balcony Marina View Studio One,Apartment,722 sqft / 67 sqm,1,2,925000.0,Studio One Dubai - Dubai Marina,KWD-S-1731,7135734676,15 days ago,Ready,,KELLER WILLIAMS REAL ESTATE LLC,19092019,1704,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
723,Apartment for Sale in No.9 - Dubai Marina,New Building | Modern Finish | Marina View,Apartment,660 sqft / 61 sqm,1,,1000000.0,No.9 Dubai - Dubai Marina,HADM-S-20263,7117763217,14 days ago,Ready,,EXCLUSIVE LINKS REAL ESTATE BROKERS,3062020,,No.9 No.9,Unit,dubai marina,no.9,,0.5,0.33
724,Apartment for Sale in The Point - Dubai Marina,Amazing 2 BHK at The Point Tower - Dubai Marina,Apartment,1212 sqft / 113 sqm,2,3,1100000.0,The Point 3.4 /53 Reviews Dubai - Dubai Marina,ST-S-61077,1768528695,14 days ago,,,S T CLAIR REAL ESTATES BROKER,29082020,,MARINA VIEW TOWERS B,Unit,dubai marina,the point,,0.25,0.14
725,Apartment for Sale in Sulafa Tower - Dubai Marina,STUNNING 1BHK AVAILABLE FOR SALE,Apartment,743 sqft / 69 sqm,1,2,575000.0,Sulafa Tower 3.3 /528 Reviews Dubai - Dubai Marina,ST-S-61069,965128198,14 days ago,,,S T CLAIR REAL ESTATES BROKER,29082020,,Sulafa Tower,Unit,dubai marina,sulafa tower,,0.67,0.5
726,Apartment for Sale in Bay Central West - Bay Central,6 Cheques * Chiller free * Great location,Apartment,700 sqft / 65 sqm,1,2,650000.0,Bay Central West 3.9 /517 Reviews Dubai - Dubai Marina - Bay Central,diamondcity-2126050,276689299,14 days ago,,,DIAMOND CITY REAL ESTATE BROKER,3092020,,BAY CENTRAL 2 2,Unit,dubai marina,bay central,bay central west,0.5,0.33
727,Apartment for Sale in Cayan Tower - Dubai Marina,Two Bed | Sea View | Unfurnished,Apartment,1376 sqft / 128 sqm,2,,1475000.0,Cayan Tower 3.6 /521 Reviews Dubai - Dubai Marina,GS-S-29799,6589897000,14 days ago,Ready,,HIGH END REAL ESTATE LLC,2072020,48,,Land,dubai marina,cayan tower,,0.0,0.0
728,Apartment for Sale in Cayan Tower - Dubai Marina,Stunning Price 2 Bedroom Apartment for sale,Apartment,1255 sqft / 117 sqm,2,2,1200000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,AB-S-3191,6589897000,3 days ago,Ready,,HIGH END REAL ESTATE LLC,2072020,48,,Land,dubai marina,cayan tower,,0.0,0.0
729,Apartment for Sale in Cayan Tower - Dubai Marina,Exclusive 3 Bedroom | Scandinavian Dream,Apartment,2612 sqft / 243 sqm,3 + Maid,5,6400000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,GS-S-28700,6589897000,29 days ago,Ready,,HIGH END REAL ESTATE LLC,2072020,48,,Land,dubai marina,cayan tower,,0.0,0.0
730,Apartment for Sale in Marina Gate 2 - Marina Gate,3 Bedroom | Full Marina View | Vacant OT,Apartment,1814 sqft / 169 sqm,3 + Maid,4,3125000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,ES-12825,7117905445,14 days ago,Ready,,() (LLC),28072020,5101,THE RESIDENCE AT THE RESIDENCE AT MARINA GATE 2 MARINA GATE 2,Unit,dubai marina,marina gate,marina gate 2,0.6,0.43
731,Apartment for Sale in Marina Gate 2 - Marina Gate,Luxurious | Spectacular Views | High Floor| Rented,Apartment,1814 sqft / 169 sqm,3 + Maid,3,3400000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,CWB-S-13307,7117905445,20 days ago,Ready,,() (LLC),28072020,5101,THE RESIDENCE AT THE RESIDENCE AT MARINA GATE 2 MARINA GATE 2,Unit,dubai marina,marina gate,marina gate 2,0.6,0.43
732,Apartment for Sale in Al Majara 2 - Al Majara,Marina View - Fantastic 2 Bed - Al Majara,Apartment,1307 sqft / 121 sqm,2,3,1800000.0,Al Majara 2 4.1 /55 Reviews Dubai - Dubai Marina - Al Majara,ES-1000948,1638421162,15 days ago,Ready,,ESPACE REAL ESTATE BROKER,8122019,298,,Land,dubai marina,al majara,al majara 2,0.0,0.0
733,Apartment for Sale in Al Majara 2 - Al Majara,Marina View - Fantastic 2 Bed - Al Majara,Apartment,1307 sqft / 121 sqm,2,3,1800000.0,Al Majara 2 4.1 /55 Reviews Dubai - Dubai Marina - Al Majara,ES-5896,1638421162,2 days ago,Ready,,ESPACE REAL ESTATE BROKER,8122019,298,,Land,dubai marina,al majara,al majara 2,0.0,0.0
734,Apartment for Sale in Elite Residence - Dubai Marina,Panoramic Full sea view | Vacant | Best Price,Apartment,1330 sqft / 124 sqm,2,3,1350000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,CRK-S-484,7148105810,15 days ago,Ready,,CANDO REAL ESTATE BROKER LLC,8072020,,ELITE RESIDENCE,Unit,dubai marina,elite residence,,0.67,0.5
735,Apartment for Sale in Elite Residence - Dubai Marina,Vacant | Full Sea View | Best Location 2 Bedroom,Apartment,1330 sqft / 124 sqm,2,3,1350000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,CRK-S-485,7148060920,15 days ago,Ready,,CANDO REAL ESTATE BROKER LLC,8072020,,ELITE RESIDENCE,Unit,dubai marina,elite residence,,0.67,0.5
736,Apartment for Sale in Marina Diamond 3 - Marina Diamonds,STUDIO with Terrace for SALE Next to Damac Metro Tram & Walk,Apartment,624 sqft / 58 sqm,studio,1,515000.0,Marina Diamond 3 3.7 /55 Reviews Dubai - Dubai Marina - Marina Diamonds,PRB-S-3567,852312568,15 days ago,Ready,,PLEASANT REAL ESTATE BROKERS,9082020,306,MARINA DIAMOND3 3,Unit,dubai marina,marina diamonds,marina diamond 3,0.5,0.33
737,Apartment for Sale in Marina Diamond 3 - Marina Diamonds,STUDIO with Terrace in Marina Next to Metro and Tram Station,Apartment,624 sqft / 58 sqm,studio,1,525000.0,Marina Diamond 3 3.7 /55 Reviews Dubai - Dubai Marina - Marina Diamonds,PRB-S-2980,852312568,15 days ago,Ready,,PLEASANT REAL ESTATE BROKERS,9082020,306,MARINA DIAMOND3 3,Unit,dubai marina,marina diamonds,marina diamond 3,0.5,0.33
738,Apartment for Sale in Damac Heights - Dubai Marina,Spacious Layout | 3Yrs Payment Plan |Full Sea View,Apartment,2120 sqft / 197 sqm,4,4,4000000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,BSA204080,522472111,15 days ago,Ready,,D A N D B PROPERTIES,1062020,45,,Land,dubai marina,damac heights,,0.0,0.0
739,Apartment for Sale in Damac Heights - Dubai Marina,High Floor | Full Sea View | Flexible Payment Plan,Apartment,1420 sqft / 132 sqm,2,3,2050999.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,BSA200492,522472111,3 months ago,Ready,,D A N D B PROPERTIES,1062020,45,,Land,dubai marina,damac heights,,0.0,0.0
740,Apartment for Sale in Damac Heights - Dubai Marina,Fendi Design | High Floor | Full Sea View,Apartment,880 sqft / 82 sqm,1,2,1490000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,BSA200607,522472111,3 months ago,Ready,,D A N D B PROPERTIES,1062020,45,,Land,dubai marina,damac heights,,0.0,0.0
741,Apartment for Sale in Damac Heights - Dubai Marina,Zero Commission | Full Sea and Marina Views,Apartment,1464 sqft / 136 sqm,2,3,2090000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,BSA200603,522472111,3 months ago,Ready,,D A N D B PROPERTIES,1062020,45,,Land,dubai marina,damac heights,,0.0,0.0
742,Apartment for Sale in 23 Marina - Dubai Marina,2 Beds | Study | Spacious | Lower Floor,Apartment,1615 sqft / 150 sqm,2,3,1400000.0,23 Marina 3.7 /59 Reviews Dubai - Dubai Marina,PJM180618,7154077510,15 days ago,Ready,,BROKER LLC,4032020,,23 MARINA 23,Unit,dubai marina,23 marina,,0.8,0.67
743,Apartment for Sale in Trident Waterfront - Dubai Marina,Panoramic Marina & Sea 3 Bed Condo Dubai Marina,Apartment,2372 sqft / 220 sqm,3,4,1900000.0,Trident Waterfront Dubai - Dubai Marina,prestigedubai-2125129,1605347516,15 days ago,,,PRESTIGE REAL ESTATE BROKERS,24022020,1107,MARINA CROWN TOWER,Unit,dubai marina,trident waterfront,,0.29,0.17
744,Apartment for Sale in Marina Crown - Dubai Marina,1 Bed | Furnished I Great Investment 8% ROI,Apartment,899 sqft / 84 sqm,1,2,895000.0,Marina Crown 2.7 /55 Reviews Dubai - Dubai Marina,prestigedubai-2071341,1605347516,1 month ago,,,PRESTIGE REAL ESTATE BROKERS,24022020,1107,MARINA CROWN TOWER,Unit,dubai marina,marina crown,,0.67,0.5
745,Apartment for Sale in Marina Park - Dubai Marina,Priced to Sell | 1 Bedroom | Marina Park,Apartment,744 sqft / 69 sqm,1,1,459950.0,Marina Park Dubai - Dubai Marina,ES-1000935,691518726,15 days ago,Ready,,ESPACE REAL ESTATE BROKER,21102019,114,MARINA PARK,Unit,dubai marina,marina park,,0.8,0.67
746,Apartment for Sale in Marina Park - Dubai Marina,Priced to Sell | 1 Bedroom | Marina Park,Apartment,744 sqft / 69 sqm,1,1,459950.0,Marina Park Dubai - Dubai Marina,ES-12411,691518726,5 months ago,Ready,,ESPACE REAL ESTATE BROKER,21102019,114,MARINA PARK,Unit,dubai marina,marina park,,0.8,0.67
747,Apartment for Sale in Al Sahab 2 - Al Sahab,One bedroom | Ideal Investment | Vacant,Apartment,945 sqft / 88 sqm,1,1,1200000.0,Al Sahab 2 3.9 /513 Reviews Dubai - Dubai Marina - Al Sahab,ES-1000934,48757575,15 days ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,1802,SAHAB2 2,Unit,dubai marina,al sahab,al sahab 2,0.29,0.17
748,Apartment for Sale in Al Sahab 2 - Al Sahab,One bedroom | Ideal Investment | Vacant,Apartment,945 sqft / 88 sqm,1,1,1200000.0,Al Sahab 2 3.9 /513 Reviews Dubai - Dubai Marina - Al Sahab,ES-11055,48757575,5 months ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,1802,SAHAB2 2,Unit,dubai marina,al sahab,al sahab 2,0.29,0.17
749,Apartment for Sale in The Royal Oceanic - Oceanic,Great sea and JBR view * Large terrace * Vacant,Apartment,1203 sqft / 112 sqm,2,2,1395000.0,The Royal Oceanic Dubai - Dubai Marina - Oceanic,diamondcity-2124983,1409381424,16 days ago,,,DIAMOND CITY REAL ESTATE BROKER,3092020,,ROYAL OCEANIC1 1,Unit,dubai marina,oceanic,the royal oceanic,0.25,0.14
750,Apartment for Sale in Skyview Tower - Dubai Marina,Marina Views | Upgraded Interior | Two Balconies,Apartment,1348 sqft / 125 sqm,2,3,1150000.0,Skyview Tower 3.0 /59 Reviews Dubai - Dubai Marina,SSI-S-2324,903428431,16 days ago,Ready,,ESTATE BROKERS LLC,11062020,1803,Sky View Tower,Unit,dubai marina,skyview tower,,0.29,0.17
751,Apartment for Sale in Skyview Tower - Dubai Marina,Marina Views | Upgraded Interior | Two Balconies,Apartment,1348 sqft / 125 sqm,2,2,1200000.0,Skyview Tower 3.0 /59 Reviews Dubai - Dubai Marina,SSI-S-2324,903428431,1 month ago,Ready,,ESTATE BROKERS LLC,11062020,1803,Sky View Tower,Unit,dubai marina,skyview tower,,0.29,0.17
752,Apartment for Sale in Central Tower - Bay Central,2 Bed Bay Central | Sea & Marina View | 04 Type,Apartment,1161 sqft / 108 sqm,2,2,1090000.0,Central Tower Dubai - Dubai Marina - Bay Central,prestigedubai-2124616,738401844,16 days ago,Ready,,PRESTIGE REAL ESTATE BROKERS,24022020,1710,BAY CENTRAL 1 1,Unit,dubai marina,bay central,central tower,0.5,0.33
753,Apartment for Sale in Central Tower - Bay Central,1 Bed | Vacant Mid Floor Furnished | Bay Central,Apartment,651 sqft / 60 sqm,1,1,950000.0,Central Tower Dubai - Dubai Marina - Bay Central,prestigedubai-2055871,738401844,5 days ago,,,PRESTIGE REAL ESTATE BROKERS,24022020,1710,BAY CENTRAL 1 1,Unit,dubai marina,bay central,central tower,0.5,0.33
754,Apartment for Sale in Al Fairooz Tower - Emaar 6 Towers,2 Br + Study + Storage Room for Sale in Al Fairooz,Apartment,1570 sqft / 146 sqm,2,2,2500000.0,Al Fairooz Tower Dubai - Dubai Marina - Emaar 6 Towers,AZ-FRZ,7115906600,17 days ago,Ready,,VOSTOK REAL ESTATE,19082020,,Fairooz,Unit,dubai marina,emaar 6 towers,al fairooz tower,0.22,0.12
755,Apartment for Sale in Marina Pinnacle - Dubai Marina,Motivated Seller | 2 BR | High Floor | Pinnacle,Apartment,1219 sqft / 113 sqm,2,2,770000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,AZR-S-1298,7147042140,17 days ago,Ready,,A Z U R PROPERTIES,10052020,,Marina Pinnacle,Unit,dubai marina,marina pinnacle,,0.8,0.67
756,Apartment for Sale in Emirates Crown - Dubai Marina,Upgraded 3br plus maid’s in Emirates crown for sale,Apartment,3881 sqft / 361 sqm,3,3,4500000.0,Emirates Crown 4.6 /513 Reviews Dubai - Dubai Marina,magus-2124329,7126662200,17 days ago,,,MAGUS REAL ESTATE BROKERS LLC,1092020,,CONCORDE TOWER 1 1,Unit,dubai marina,emirates crown,,0.0,0.0
757,Apartment for Sale in Jumeirah Living Marina Gate - Marina Gate,Marina Expert | Genuine Deal| 1 BR Partial Sea Vie,Apartment,773 sqft / 72 sqm,1,1,1500000.0,Jumeirah Living Marina Gate Dubai - Dubai Marina - Marina Gate,BSA203388,668144354,17 days ago,Ready,,D A N D B PROPERTIES,30102019,1727,SIDRA SIDRA,,dubai marina,marina gate,jumeirah living marina gate,0.0,0.0
758,Apartment for Sale in Marina Gate 2 - Marina Gate,Marina Expert | Ready 2 Bed | 50% - 3 Years,Apartment,1211 sqft / 113 sqm,2,2,2499000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,BSA203804,668144354,7 days ago,Off-plan,,D A N D B PROPERTIES,30102019,1727,SIDRA SIDRA,,dubai marina,marina gate,marina gate 2,0.0,0.0
759,Apartment for Sale in Marina Gate 2 - Marina Gate,Marina Expert | Genuine Ad | 1 Bed In Marina Gate,Apartment,773 sqft / 72 sqm,1,1,1500000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,BSA203802,668144354,7 days ago,Off-plan,,D A N D B PROPERTIES,30102019,1727,SIDRA SIDRA,,dubai marina,marina gate,marina gate 2,0.0,0.0
760,Apartment for Sale in Marina Gate 2 - Marina Gate,Marina Expert | Real Deal | 50% Post Handover,Apartment,1000 sqft / 93 sqm,2,2,2250000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,BSA203839,668144354,7 days ago,Off-plan,,D A N D B PROPERTIES,30102019,1727,SIDRA SIDRA,,dubai marina,marina gate,marina gate 2,0.0,0.0
761,Apartment for Sale in Marina Gate 2 - Marina Gate,Marina Expert | Ready 2 Bed | 50% - 3 Years,Apartment,616 sqft / 57 sqm,1,1,1400000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,BSA203835,668144354,7 days ago,Off-plan,,D A N D B PROPERTIES,30102019,1727,SIDRA SIDRA,,dubai marina,marina gate,marina gate 2,0.0,0.0
762,Apartment for Sale in Marina Gate 2 - Marina Gate,Marina Expert | Genuine Deal| 1 BR Partial Sea Vie,Apartment,773 sqft / 72 sqm,1,1,1500000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,BSA203388,668144354,27 days ago,Ready,,D A N D B PROPERTIES,30102019,1727,SIDRA SIDRA,,dubai marina,marina gate,marina gate 2,0.0,0.0
763,Apartment for Sale in Marina Gate 2 - Marina Gate,CALL MARINA GATE SPECIALIST| FULL MARINA VIEW 1BR,Apartment,770 sqft / 72 sqm,1,1,1540000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,BSA201998,668144354,2 months ago,Ready,,D A N D B PROPERTIES,30102019,1727,SIDRA SIDRA,,dubai marina,marina gate,marina gate 2,0.0,0.0
764,Apartment for Sale in Beauport Tower - Marina Promenade,Motivated Seller |Marina and Sea View|Bright Unit,Apartment,953 sqft / 89 sqm,1,2,1250000.0,Beauport Tower Dubai - Dubai Marina - Marina Promenade,FO-S-16276,7124011400,17 days ago,Ready,,FOR EST REAL ESTATE LLC,23062020,2002,Beauport X1 1,Unit,dubai marina,marina promenade,beauport tower,0.25,0.14
765,Apartment for Sale in Beauport Tower - Marina Promenade,Best Layout | 2BR | Full Marina View | High Floor,Apartment,1496 sqft / 139 sqm,2,3,2400000.0,Beauport Tower Dubai - Dubai Marina - Marina Promenade,FO-S-16258,7124011400,9 days ago,Ready,,FOR EST REAL ESTATE LLC,23062020,2002,Beauport X1 1,Unit,dubai marina,marina promenade,beauport tower,0.25,0.14
766,Apartment for Sale in Marina Gate 2 - Marina Gate,Exclusive Type 3F | Resale | Full Marina View l,Apartment,1814 sqft / 169 sqm,3 + Maid,4,3750000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,MI-S-1636419,610372224,17 days ago,Ready,,MIDAS REAL ESTATE BROKERS,30102019,5802,EMIRATES CROWN TOWER,Unit,dubai marina,marina gate,marina gate 2,0.0,0.0
767,Apartment for Sale in Al Seef Tower - Dubai Marina,ONE WEEK OFFER | Best Apartment | Media City View,Apartment,2067 sqft / 192 sqm,2 + Maid,3,1799999.0,Al Seef Tower 4.1 /53 Reviews Dubai - Dubai Marina,midas-2090403,610372224,28 days ago,Ready,,MIDAS REAL ESTATE BROKERS,30102019,5802,EMIRATES CROWN TOWER,Unit,dubai marina,al seef tower,,0.25,0.14
768,Apartment for Sale in Al Mesk Tower - Emaar 6 Towers,Spacious Unit | Marina & Golf Views |Best Location,Apartment,2900 sqft / 269 sqm,4 + Maid,4,2645000.0,Al Mesk Tower 4.6 /53 Reviews Dubai - Dubai Marina - Emaar 6 Towers,midas-2086613,610372224,30 days ago,Ready,,MIDAS REAL ESTATE BROKERS,30102019,5802,EMIRATES CROWN TOWER,Unit,dubai marina,emaar 6 towers,al mesk tower,0.18,0.1
